Nbr_chambre,Surface,Code_postal,Date_achat,Prix
4,297.4548099777465,H6F 0S5,2018/11/23,361133.2616565212
5,301.0265773920518,H0I 2M6,2018/1/16,408469.3857113724
4,295.92830590355976,H2T 2C9,2018/9/17,380551.25266977056
3,298.74378577696643,H1N 6P3,2020/6/7,403464.975729368
4,305.8666823481513,H5V 5X7,2017/2/15,397898.31432882405
4,297.7430127258194,H1C 5S2,2020/2/20,420079.4207394749
5,296.04881895241977,H6F 0B1,2019/10/17,386059.5167902314
4,303.6371279690546,H5G 8X7,2020/2/7,396984.07683095697
3,301.62416702203785,H3D 1V2,2019/5/12,389502.14879818074
3,299.8711198509858,H9Z 0M2,2018/8/1,385515.6791612695
3,294.9987015933892,H1P 6X7,2017/8/21,394705.52128791995
5,295.03969261231344,H4C 2I1,2019/7/3,376482.74136817286
3,301.8550136962258,H7Q 2R2,2017/6/6,401604.43930283847
4,297.96705232472857,H7N 3I1,2017/10/14,405816.872303226
3,301.5891541231174,H3S 4I4,2019/3/18,438807.6251379128
5,295.3135839834812,H6F 0V9,2017/2/18,394678.8632389783
3,301.3502127617513,H6W 3T3,2019/3/19,393135.6486960895
5,298.35145999706884,H8R 2R0,2019/11/4,404013.12930548564
5,309.3608923400966,H3A 7E8,2018/1/17,393323.8502677843
3,305.6988629613156,H6M 2U3,2017/5/21,396205.2794193951
5,296.41305241993456,H2U 7V6,2017/11/10,444982.8745423116
5,301.2820308448474,H8Y 2B3,2019/6/5,382924.8261936979
4,298.0811165665962,H1K 8E8,2018/1/25,377641.97655540536
3,299.576560700948,H4H 6Z4,2018/6/1,435052.6963400579
3,298.5242255755001,H7C 7H9,2017/3/7,391432.356884123
4,303.9064480709618,H8N 4D5,2018/2/19,427494.70042965835
5,304.38957189764153,H0C 1I1,2019/1/5,384670.3226542322
4,297.54575484640327,H8W 1O7,2020/1/23,397506.66819026007
4,299.10999285693197,H5Y 3R8,2017/11/2,369026.0010764248
3,301.06547841459087,H6Z 8H1,2018/7/21,402060.35434771655
4,298.59183891004204,H8E 2D0,2018/2/21,397572.52385194233
4,299.8180906252484,H4Z 9S3,2020/3/16,417564.8190344143
3,298.0929622504792,H3H 1R3,2018/1/3,366241.4790606346
4,301.01839443001404,H3R 8L4,2020/11/16,409090.3230639641
5,300.00435363102997,H2C 9U6,2019/6/8,383770.4114061072
5,306.83862929991795,H6C 1S3,2019/2/25,393452.1526622942
3,302.0329554463804,H6C 9Q5,2020/4/13,399578.19711821567
4,305.79190051468737,H2G 8D9,2019/2/16,377945.3411003916
5,302.3992178836771,H3A 6K7,2017/7/9,391483.0064792752
5,299.98031708861964,H9X 7S4,2020/1/2,425859.0049835956
3,293.71882482936815,H1Y 6A4,2019/1/12,410508.21443323756
5,300.09428454019513,H7H 6W7,2020/1/18,425575.8543716217
5,301.42941939275283,H4K 7G4,2018/8/12,374425.43584929453
4,302.62153368417415,H0B 0U2,2019/6/4,404529.29575534316
3,294.8433857313871,H2C 7I7,2018/7/27,385195.8358649251
5,299.232345409601,H9J 3D4,2019/5/4,390221.1481544358
5,302.33399486634124,H8S 5R2,2019/6/17,395768.15912981244
3,306.0074181647693,H2W 1X7,2019/3/20,399525.3151489196
4,305.6871573067573,H9S 9D6,2017/9/12,425158.9598448553
4,296.8252420162848,H1D 5W6,2020/6/22,410986.61204085505
5,304.0131561552209,H5E 3U8,2020/6/5,386930.9182989625
3,300.6940039270774,H2O 8Y7,2018/8/9,394661.4459416176
3,303.48777984222363,H1O 5J9,2017/4/6,371710.9863963109
4,305.81431797891474,H7Y 2S4,2017/8/24,439875.2947281522
4,304.4402553578481,H5B 8R8,2019/7/14,414873.52252676524
3,296.7894245031006,H6K 5M4,2019/1/17,392546.87835256726
3,306.4468262463809,H7D 9I9,2020/11/3,409049.4480943557
3,295.87098534532976,H5D 1U6,2018/5/19,389267.98320370266
5,300.07600194223625,H2I 8D4,2019/8/21,398227.56771054165
3,296.22239587466527,H6T 2I6,2020/5/12,378732.61395773775
4,302.6847355470272,H2I 4K6,2018/5/4,375345.79013431637
3,299.7556081002406,H9U 9J0,2018/6/3,398948.759579167
4,301.47517225628326,H0P 9G6,2019/8/2,418109.4858826707
5,302.6900796368347,H4I 9E7,2018/8/20,370610.2435576727
3,296.2901191479781,H4W 5N1,2018/3/10,418098.8613080407
3,301.0318554622907,H8K 1B3,2019/3/24,433797.18880158
4,296.1369441701602,H4B 4U3,2017/2/13,441924.4304301011
4,302.0734056651648,H9E 4X9,2019/4/8,395106.84612274
5,304.2811566906707,H9T 1X0,2020/3/27,393776.152338642
5,297.3651803681956,H6V 7B1,2019/5/3,387938.3293263499
3,295.2569541645052,H6H 4L6,2019/1/20,395662.5286797496
3,299.8038393390279,H6K 3A2,2017/5/19,433508.272177726
5,300.0191522045144,H2E 1K0,2018/1/12,391338.87074819853
5,305.03898718239986,H9L 3T8,2017/3/22,380684.11471400625
5,305.16022176185083,H3B 0Z2,2018/1/2,382487.8544946692
5,301.8276333839375,H2B 3H6,2020/9/1,400588.08748894196
5,300.3808841344419,H7C 6C3,2019/9/15,402794.3577038395
5,300.734971514915,H6F 9Z9,2018/1/3,427248.26163277554
3,302.3130727131102,H2G 0I2,2018/4/23,417734.7449832966
4,299.6437303954553,H0I 3W1,2018/3/9,388838.4508464579
5,303.9288284132993,H5J 3Y2,2019/8/16,387077.1064569781
4,297.99290446517114,H1M 6M0,2018/4/11,411848.87335622107
4,301.6901592446773,H9I 5M7,2019/4/27,408825.7959707857
5,294.36158561927977,H6R 2S4,2017/4/22,377122.2436866654
4,298.2731801693121,H6C 0M7,2019/1/17,385057.6073648349
3,298.785636736286,H9J 0E1,2019/8/4,393935.1395487309
5,304.17892641693436,H9K 2E8,2020/10/10,381629.8162971493
4,296.9572244439447,H6F 9V5,2019/1/4,407238.2916809117
3,301.4644997343117,H4X 5F1,2018/3/26,392566.76842063095
3,303.30339922738267,H0S 5I2,2020/11/19,396714.7534998029
4,298.92419653302676,H0X 3E1,2020/7/8,373584.7507468511
5,304.19837854427675,H3G 5G7,2020/10/20,349965.5077078571
4,295.67136150790725,H8A 0O2,2017/5/9,414541.16416062956
4,300.048348963215,H2A 6G4,2020/4/18,404207.0272622911
5,296.67383290852183,H6E 2O6,2017/11/15,362973.49589289556
3,302.0043624196869,H7S 8C3,2018/7/18,360361.43842982885
4,299.58582671724184,H5S 7E9,2017/1/24,411229.73068358144
5,304.42060207917916,H8H 9C4,2020/9/2,426780.3518321015
5,298.9097718370167,H5P 0W8,2017/11/12,401691.6997139373
4,301.03740939997215,H7P 1D4,2020/4/20,364971.12741747
4,301.4464435779956,H1O 2Q4,2017/9/25,385650.0523816508
3,304.8895341007232,H8L 0T2,2017/7/10,414204.66694467526
3,298.9152704886442,H3G 8J6,2018/8/2,416251.36009919865
3,293.3681625899309,H5E 6X6,2020/11/25,408649.4350565955
3,295.6575798631172,H9O 0F4,2017/10/25,403255.22108581103
5,301.80178756386357,H9L 7Y4,2017/5/4,397152.12178072496
4,305.71949912371804,H3T 0L2,2020/9/26,399381.4389628271
5,299.3198552936829,H1P 8I7,2019/11/17,421174.2608046429
4,299.8109290751571,H5H 6K2,2018/10/20,414455.59357936203
5,300.2464286995008,H6V 9G3,2020/9/23,451438.4647516226
3,301.14559282046395,H7B 7K6,2018/4/6,366339.9742806563
4,299.08762466954244,H8G 6G1,2017/2/21,392133.4586272044
3,302.1563147034856,H2V 5F1,2019/4/11,399881.1772011019
3,300.9442938609581,H0M 8B3,2017/11/13,426577.43027475016
3,300.93970355874455,H3O 1Y4,2018/5/3,391909.81645839
4,294.39165476068865,H2Y 8R0,2017/4/23,405160.70118378854
3,302.0201131451533,H1M 1Z2,2020/11/1,413353.52060644253
3,299.1113794214774,H8D 4P7,2020/9/4,413806.23564811435
4,301.9630579734419,H9H 5M1,2019/6/6,384562.2416372093
4,301.45182124111994,H9A 0Y6,2020/4/26,346902.28529244696
3,303.14801443457696,H4M 6P5,2017/3/15,448995.6925802486
3,302.0444337323703,H7E 5P6,2019/7/19,403170.3693360735
3,302.71320077060415,H8X 5A4,2017/6/18,400022.5036525498
4,296.01007458062577,H4S 3E5,2019/3/22,350360.2353867138
3,300.08782474703855,H1B 4N1,2019/11/24,400031.54938398383
4,301.7068716503272,H4P 5P2,2020/8/24,391794.7267324197
3,297.7098882800903,H4D 1W7,2017/2/20,363191.9935617968
3,299.9433308675796,H2D 6V9,2017/9/15,420849.29010247637
5,303.13464859037236,H3U 0Q6,2017/2/4,401663.51071106276
5,303.44959688550034,H7Y 3G1,2017/2/10,413798.8314775309
4,303.95648996917487,H4F 9Z2,2019/9/14,419333.24648961436
5,303.9759602247522,H4S 6T1,2017/9/16,415946.08873629145
4,301.4270638787857,H8D 1E7,2020/1/2,415282.73288900935
3,301.32774630362064,H2T 4N7,2018/8/13,404528.17227842973
5,298.77562675065474,H1W 3O5,2020/3/12,415843.89761085995
3,301.13009021999085,H6X 8C2,2017/5/20,371300.2736608428
3,301.45952420765747,H2C 4J9,2020/1/6,415689.82820727886
3,300.84324125399985,H4Q 7Y7,2019/5/3,391464.84235594247
4,300.87803925985054,H7U 2T8,2019/9/5,380932.9224001559
3,301.0575617024269,H9S 8K8,2018/9/24,427485.7990599323
4,299.40433645088933,H0G 5I4,2020/4/1,418550.04784718144
5,299.9187005409105,H0O 3Z6,2019/6/3,408892.3331211312
4,301.9126837791853,H6M 6H5,2017/11/5,394773.56382456835
4,304.8844629491266,H7U 2O0,2018/2/22,415937.8163424389
5,301.64949796800454,H3D 5J9,2017/7/18,417962.4480396483
3,300.20414770558926,H5J 2W8,2018/3/10,413234.77939867176
5,302.0653064724789,H8Q 0V3,2019/11/15,411300.60237452784
4,296.3856344101684,H0N 2A4,2020/11/7,330717.0613228694
5,295.6623478085991,H6I 2P7,2017/6/1,426995.89875940094
4,297.0048004985368,H2U 7Q0,2018/10/17,386274.8003526444
3,297.1611990424975,H7A 1E0,2020/3/1,411582.60414139996
4,299.16610871787117,H3S 2F6,2018/7/17,393312.97810096515
4,307.1888233072381,H8Y 8F5,2018/9/6,409793.9709149986
3,306.95572560873734,H4D 9U7,2017/1/23,400236.74325735687
5,302.1821256069045,H2P 5R2,2019/8/16,358461.2871120186
5,301.73293872273086,H2Y 0T7,2017/6/14,408072.69411917235
3,302.35161651157154,H7K 4X9,2018/11/21,374985.683279765
4,301.0962501563356,H0K 1K3,2018/8/8,437855.65280012396
5,299.8781305289924,H8P 4M2,2018/11/26,406591.4201293293
3,301.0320179639714,H9Z 0V9,2020/10/19,386551.207821934
4,306.22159889856545,H1S 7I4,2017/11/3,437125.3675966386
4,302.5911386178725,H3M 1B5,2019/1/7,421493.10050287074
4,302.60301691255535,H8T 3T7,2019/5/10,398198.03086194233
4,297.5033662689088,H4T 6T7,2019/7/11,398473.74029733456
3,301.940533008044,H6F 4Z3,2017/9/14,383695.6467819081
4,300.5107787088252,H5W 8U6,2019/7/10,367631.55890105455
4,301.8232765802712,H3R 6P2,2019/2/4,383147.3999968004
4,299.857358024016,H5E 6Q5,2020/8/17,397523.83353491244
3,299.7890343312118,H3E 7X7,2020/11/6,408259.0589478904
4,303.4527816097322,H3N 4H2,2017/7/14,386067.34473174816
3,303.1896071601328,H7G 2T7,2018/6/18,394691.0081594745
5,300.1220685740703,H4M 8P4,2020/1/27,401078.1547284419
3,299.3543061104025,H9S 3C8,2020/2/17,377103.7503553848
5,296.48350757231293,H7N 0P9,2020/10/7,364008.62485235825
4,302.71763311677086,H9D 5Z1,2018/2/17,413214.02091011975
4,301.38301740273226,H9W 5I3,2019/3/17,401995.9805840047
5,300.4820775802115,H0B 8P9,2017/11/7,430958.11825130065
3,302.5179402660872,H5V 4M5,2018/6/21,387736.99894995167
4,291.34268376188504,H4W 3V0,2018/2/2,406447.04994594684
4,297.69215894097965,H6M 8D2,2019/1/8,416689.45966110233
5,300.67715406660034,H9F 6G6,2018/2/4,420685.2503915182
5,297.8496740979349,H5S 7N9,2019/4/9,400247.0064068055
5,301.45534346074356,H0L 2O0,2019/11/3,378871.1318582923
4,299.9762593831034,H2S 2Q5,2019/3/13,401482.3861735578
5,298.46912277618884,H3S 5J7,2020/1/13,385877.0013631284
4,299.6689639745418,H7C 2N2,2017/11/18,365976.4748898026
3,303.7101040827112,H1I 5O9,2019/1/14,370434.1407908962
5,301.44073514392727,H1M 6W0,2018/1/27,390295.56522295164
5,305.7505867607183,H6D 2D1,2018/1/23,399075.34721015685
4,303.3995487493397,H7S 4D2,2019/2/22,419894.28770556045
5,300.14768269796014,H3A 3L2,2018/6/13,420731.6806993948
4,302.6631254702706,H4E 7M0,2020/7/21,391910.5029512348
5,295.594622708604,H7Q 7A9,2019/4/19,393180.16190147825
4,300.1785009632514,H8D 9J8,2018/1/24,383888.83215061197
3,301.9131517728616,H5Q 2P2,2017/6/21,404554.73714775714
4,301.19273873038674,H3G 6C4,2019/11/24,395988.2095576302
4,300.4515311564092,H0Q 2D2,2020/9/1,359255.2298365382
3,291.68265000326016,H5G 0B2,2017/7/27,416495.31812102516
4,300.2585681540687,H5N 1P4,2017/4/21,405847.61995674454
4,293.8660945163898,H4K 6M4,2017/9/26,417925.04998066515
4,301.249416997491,H8W 5W7,2018/8/17,415356.846453088
4,300.40388102328376,H1N 7M0,2019/1/14,383628.2653595894
4,298.6689805007078,H7E 0P8,2019/10/24,393609.39221051085
3,295.224705288024,H9F 6Z5,2018/10/9,420483.2397850818
3,299.22714083214845,H7C 7V0,2020/7/13,424361.48770004086
5,312.7607062368413,H9R 9E9,2017/9/14,364191.2397807136
4,302.0624832323149,H3D 0D1,2020/9/17,365949.9641512811
3,299.6271262642993,H7K 5K7,2017/8/5,417077.030043672
5,297.3813528949658,H1X 4Z7,2018/7/12,417070.37055965565
3,302.20928729904006,H3B 2W2,2017/1/17,401212.5911525135
3,300.57446213219066,H5Z 3R3,2019/11/8,412094.524965496
3,296.8281285249473,H2Y 2Z8,2018/10/10,415119.9212789179
4,299.6727382958926,H0A 5A2,2017/7/10,369094.5926767004
5,297.34495777181235,H2M 4T9,2018/10/7,407717.2432353131
5,302.47272664491044,H5S 0T6,2018/10/8,404446.4006528858
3,301.6737642551875,H8D 7J6,2018/2/17,412960.418211775
3,303.16727879591446,H0X 4M7,2018/10/8,412976.3035764101
5,300.7102639898203,H6D 7J4,2018/9/17,432960.59182060853
3,298.60706018105043,H4V 6T8,2020/4/12,379422.11884266365
5,303.13422586145896,H0X 0N3,2019/5/20,395530.36509404273
4,298.62757597791534,H0G 1P4,2020/6/5,379329.7647459098
4,296.0445084191625,H2D 0R7,2017/11/1,409157.1051812318
4,297.91010862234594,H5B 7V8,2020/2/18,395410.58702472487
4,298.7582657279613,H4C 0H4,2018/11/11,381984.76937927987
5,297.8921193682788,H1K 1J3,2019/5/21,408359.5388449425
5,300.35788698863,H6F 3B8,2017/1/15,389118.3516963717
3,297.0321229942485,H0O 5H5,2017/9/23,333609.5510807545
5,301.32703020561377,H8O 2M9,2018/5/23,358639.4128445329
4,298.6337494739895,H4N 9C9,2019/5/10,357961.3348800108
3,297.96266628768575,H7D 0Q5,2018/5/7,433878.8626697792
3,302.45219631449567,H8V 3Y8,2017/6/10,411946.6681276535
5,299.06176255193117,H5V 0Q5,2019/8/9,414184.90455634694
4,299.4560627870354,H1H 4Y3,2018/11/3,412110.2814179192
3,298.97242085972323,H1Y 3N1,2019/4/3,402699.3251787901
5,301.82881423012464,H8O 4N9,2020/7/17,368861.54661617236
4,297.015551085383,H1J 7R3,2018/7/27,432266.0292356913
3,301.209125391739,H4V 0E9,2018/6/7,397818.35454094404
4,307.0114695257791,H0A 7H3,2018/1/10,420164.774784635
3,301.46828144577523,H0J 2I8,2019/3/13,359540.29838990176
3,304.7758410998478,H6Y 4L5,2018/4/6,362498.25333191303
5,301.6090726000441,H4A 6G9,2017/9/4,401193.85037008976
5,297.20113431157705,H8N 0B3,2017/9/13,410930.25756663433
5,296.1885013875641,H4B 7T8,2017/5/15,411888.7159612179
4,299.7825241113979,H3X 6B6,2017/5/10,420655.20375340246
5,299.8180585079835,H6Z 6C6,2020/5/23,414726.1440702054
5,297.54583867286743,H7C 2J2,2018/5/24,406408.79103880224
5,298.06246102567115,H1S 5P0,2017/5/6,422320.34058138356
3,295.38423932118883,H0R 7V1,2018/4/22,405552.3805054091
5,294.63649960252593,H0O 2G2,2019/7/22,390524.8192585142
5,301.0081986860965,H2X 1X9,2018/9/7,408497.6292087881
4,300.03559567371866,H9M 9J7,2020/1/13,412171.5810564055
4,299.4077223081449,H2T 0J1,2018/2/27,416109.81096765376
5,300.9057152412715,H7O 7V3,2019/3/27,421447.6190131063
5,300.63435905575807,H6A 2D2,2019/5/17,387499.3426395879
3,304.9466417942842,H1E 0F0,2020/1/16,405981.73246651207
3,298.3337780842128,H8R 0R7,2017/9/25,365971.7555435322
5,299.3234556832447,H2P 8U9,2019/3/4,382211.1678731025
4,298.90512814156176,H0U 3L4,2019/8/11,408661.9074762971
5,294.4609512722524,H9H 3G6,2017/8/23,414263.2686101014
5,300.12945855052607,H7Z 4U9,2019/2/19,423804.0419930277
5,295.0317777665782,H2G 6Z8,2019/3/16,401984.6820871814
3,300.9498865329218,H2A 3C2,2020/6/26,374661.66532657004
5,302.6064526177143,H1K 0J4,2020/11/22,402188.55345403583
4,300.6216877924713,H7F 4V4,2019/1/16,396422.19436521776
4,302.97483302386655,H4N 4R3,2017/10/8,402729.10332259256
4,297.43978160908307,H6I 2S2,2017/7/12,401628.64134536224
4,305.16553695396226,H4U 4G7,2018/4/7,424358.8728656587
4,300.26319108184185,H6W 7H9,2017/2/14,398121.063797716
4,299.7349608673803,H0O 5V4,2020/1/9,367776.768071823
4,295.867539897541,H6P 2J2,2018/6/1,417139.84476882295
5,300.88775818910864,H4X 0G2,2019/10/10,402274.8941415925
4,303.4040042296317,H8H 5M4,2018/2/7,415957.9870602262
4,297.66635468341093,H7H 7N4,2018/5/22,415456.46148277726
5,302.7729702991385,H2F 3M2,2017/3/3,426784.1025167803
5,300.5164845869011,H0R 0M7,2018/11/20,380660.4153483615
4,294.39094095484086,H3W 8G3,2020/7/27,390731.1095410853
4,296.42008175731047,H9B 7F9,2017/10/6,419896.8936675484
5,298.6382474774215,H2Y 6T2,2017/6/24,403797.1333966013
4,298.0807442571715,H6N 1S9,2020/3/11,413638.3598591327
3,299.5765566074142,H8T 7R6,2019/6/26,369539.8291950994
5,302.1804151544882,H7V 5B8,2020/1/2,402582.46737186454
4,298.8883636019177,H8O 2L9,2018/11/6,378221.0473302831
3,299.6442170944103,H4T 7U3,2017/8/16,378160.4278143706
4,300.8429834595096,H9Z 8J6,2018/2/22,423422.5103148052
4,296.1782841588341,H3W 3D5,2018/7/22,393189.59927951626
4,299.3414427568404,H7I 4B7,2018/2/3,408364.4740283516
4,294.57432674753363,H4O 2L8,2020/10/11,424340.55958595383
5,302.6761170469133,H7O 8E8,2020/8/3,393488.4256386461
3,305.6421819793345,H1B 3J3,2018/3/25,407750.21104981855
3,295.5859022624435,H2X 9V9,2019/8/7,410224.2123875978
5,302.6380941264369,H1M 1T6,2019/7/23,371973.0137065642
4,294.1068201034335,H0P 5W7,2017/9/7,434854.4663650075
4,300.8347389405736,H7E 7B5,2019/4/23,393531.75433636026
4,303.3205500247296,H7X 4Q3,2017/6/25,411972.70562788576
4,299.01863351189917,H4F 1Q1,2018/1/11,401447.83900623705
5,300.44971779886515,H1I 1F3,2017/4/21,413944.8352462552
4,302.63670036357104,H8Y 8N3,2019/9/12,420216.19885691407
5,303.9382265268314,H3E 8S1,2018/1/5,391650.2147839473
5,302.37763187806064,H3A 6K2,2020/4/19,388223.2859578437
3,301.7826235814377,H5O 3W8,2020/2/15,371760.53877057845
5,302.367165299056,H5A 2X9,2019/1/23,377446.8450786392
3,296.8322862877671,H2N 1L6,2017/3/18,370126.769150439
4,298.3209996975097,H9L 0S4,2020/6/11,360342.9072681912
4,301.0935038127112,H3J 5J2,2018/7/20,364027.4990882742
3,298.13330299253545,H2U 5J3,2018/3/11,425016.4913598146
4,301.0737339612958,H9O 4U7,2018/5/1,398770.202238426
4,302.21459176854086,H4U 9G6,2017/6/5,362251.76515860105
4,299.9773919671978,H5V 6R4,2017/5/18,400084.9496221546
3,302.45714045894937,H0F 4M8,2017/4/17,390086.76422734326
3,303.0829986044648,H1C 4G5,2020/11/24,401131.3902258305
5,305.2823957505236,H0V 5M8,2017/10/23,402728.0517558848
5,301.41773947474957,H1Q 0W4,2018/11/15,395354.0573500841
5,294.947403958316,H9W 4K2,2019/7/7,391544.71493373986
4,302.7916589676631,H7R 6F2,2020/3/2,414165.3707141966
3,302.63883995696295,H4N 0J0,2017/1/15,420637.1776923579
3,299.6080517141403,H0L 7J9,2017/5/21,395238.3170274915
5,297.3504273611803,H1N 9U0,2019/11/3,397460.75985049864
5,298.5826074016705,H4W 2S7,2017/7/19,398883.42856534454
5,301.6902230825656,H1I 5J4,2017/6/27,364571.62149052275
4,297.51040236024244,H8Q 9I0,2017/9/21,417174.55042382085
4,305.2247739193831,H3P 6M1,2020/1/7,431967.7911376772
3,296.19902797180146,H1M 0Z7,2019/3/12,427452.71581405774
5,299.21742032376096,H1E 5G3,2020/8/11,397328.99946204526
4,299.5225013689029,H5B 3I1,2019/10/9,409959.04065896483
3,300.3756338621676,H1Q 9G3,2020/5/20,390261.132907244
4,297.50861033043844,H3Y 3W7,2018/6/24,425777.38300888793
3,301.4391709237847,H3Y 3E4,2019/9/11,407201.6406056863
3,298.87623532617204,H5Q 3Y9,2018/9/6,379760.71565899265
4,298.00974659583943,H5Y 9V7,2019/1/8,417143.9981482251
4,299.147778454759,H3G 6Y6,2018/3/17,399113.4735789707
4,298.16438609013574,H8S 9I2,2020/1/12,365715.2955199992
3,303.97561366761914,H0T 8W1,2017/1/10,401481.2261442858
3,296.9688372273396,H2D 8J3,2019/3/9,392272.1536564456
4,298.7591797953108,H4P 0S8,2018/11/4,377483.5504077165
3,299.270008118759,H7M 8D9,2019/3/4,426834.95643270423
3,300.4512491931539,H2A 3W4,2019/6/4,406193.0544195799
4,302.255479982541,H2Q 2E1,2020/6/3,374902.3267926044
5,304.7988591240653,H7H 6H0,2018/6/24,418512.3524190745
4,296.5653975149483,H9O 8G3,2017/6/21,376816.1665726176
4,299.94054994510924,H5C 7B8,2020/8/13,376819.9889550192
5,302.70317973032957,H8G 9J7,2019/10/4,422811.44345942244
5,297.8343377960684,H7W 6T5,2018/5/19,406753.01251345035
5,301.0233397411563,H2Z 0P0,2017/6/24,404830.0571694073
4,298.5246855668223,H5Q 7H0,2017/10/13,383068.1484246978
5,305.91399092453213,H8M 9M9,2018/10/1,394689.37841631274
5,302.69370504876747,H5P 9Q4,2020/6/22,410174.64226210286
3,299.8972207448399,H7F 0O1,2019/11/11,403098.7870783225
5,301.87518361624257,H3H 7S1,2018/10/12,398562.4370857906
3,302.333636048057,H4P 2Y9,2019/6/24,364871.62629046384
4,301.942770206869,H3M 3G0,2020/7/18,391302.2640140213
4,300.14693916946703,H1Y 0X2,2019/1/14,434432.1314183845
5,297.8547125838882,H3A 9W6,2018/11/14,439163.22156563826
5,302.9054637871515,H3Y 6S8,2017/10/11,398042.7896756229
3,296.47776355160806,H8G 2C7,2018/6/2,369259.163869525
3,299.04928444363287,H1Y 0Q4,2018/11/22,396617.1622095485
4,295.15486381490814,H2Z 2C2,2019/3/5,398976.8790860393
3,298.1271253405923,H3I 7Z6,2020/11/7,399614.25507166807
5,293.3894503369918,H9S 5J0,2018/4/16,403470.5091871246
3,299.7818173215658,H0A 7G1,2019/10/22,402203.1167026626
4,299.3329045172559,H2F 0K0,2019/10/11,426728.42117343255
4,300.43218595632646,H9Y 5B7,2017/8/5,396357.73214664415
4,300.4222516174847,H4H 7G0,2017/4/11,407700.8243784147
4,297.2494598747207,H9M 6O8,2020/1/12,379180.3194450262
5,301.058395575887,H7H 4A7,2020/10/4,395825.80859694583
5,298.55484159788085,H3X 4Y5,2020/2/27,384598.81468357285
3,305.6538756383895,H6A 3T5,2017/6/2,401517.6881669835
4,305.5700201156655,H1H 6O1,2018/3/15,391048.3600334047
4,297.4468355010086,H8X 2D0,2018/5/21,416334.55150911666
3,302.40657503600255,H5N 2K7,2020/7/1,391630.063031411
3,299.3149359915407,H2L 2I9,2018/5/18,389969.79706467566
5,299.6049595826928,H1P 3D2,2018/8/26,429384.6206509373
4,304.36662086598966,H7P 5B6,2020/9/8,392112.48609704914
5,301.59011491129735,H5C 0M9,2018/9/10,395150.4659907842
4,304.9460550835772,H2Z 5E0,2020/11/26,384260.2238229135
3,299.7454102277543,H8L 8I7,2017/9/4,398406.08877353393
5,303.4460728353884,H4C 5T5,2017/8/17,412250.96160284156
3,295.32260841101316,H3Z 7C6,2019/6/7,401247.4268671736
3,299.06137895722753,H8J 8V4,2020/3/27,407542.9929783401
4,299.6776564268061,H8L 9M1,2018/11/18,379506.6727203039
3,298.70008330279967,H5V 5O7,2017/2/9,397980.65769781946
3,302.8040364740303,H9Q 8P9,2018/9/11,414132.2527877575
4,305.0348123839,H5O 9T1,2019/10/3,402043.5450701149
3,299.3518122088742,H5U 8V5,2018/1/27,435786.27858835174
3,299.26656787169355,H0F 6S6,2020/9/6,395238.3254477331
5,301.94485264401277,H0V 2C4,2020/8/22,409932.2997817734
4,297.7361532378042,H6Y 7E0,2017/10/17,384399.6226357937
5,302.79712623553036,H7T 7L8,2017/5/1,407607.4514637128
5,303.5509146192351,H3C 3R5,2017/7/10,440206.2049956323
3,307.12020607313445,H6M 7E7,2018/7/13,370779.7629634222
5,295.7106239218028,H6Z 2S9,2017/2/11,403041.33014061087
5,306.5574072158373,H9W 1K6,2018/2/17,400050.9890146364
5,296.56025485257015,H4Z 6Q8,2017/1/20,380793.2692031339
3,299.8037690748842,H8Z 7A3,2017/1/15,402079.7852255872
5,300.41859665691175,H7E 9K3,2020/3/21,421746.60411473067
4,301.5144096483802,H1H 3Z2,2017/6/24,382175.8058597882
4,299.7309751936382,H8P 9A3,2020/8/22,386582.44374240696
4,302.951194594533,H4M 8X8,2019/3/6,394636.5422132931
5,299.7905323040173,H2U 8O4,2018/7/2,388969.5460468548
4,304.83001008657175,H6M 0B6,2019/6/22,407596.9310250765
5,301.6996997283783,H3B 5K5,2017/5/19,408766.40380322735
3,294.16979404060334,H5U 2Z6,2018/3/3,388978.6958249475
3,299.28707626017786,H0V 7A2,2018/6/13,420597.3156778775
3,298.7674896750852,H2Y 2Q0,2018/7/27,420931.2819978856
3,301.78925633873484,H0N 0S6,2018/10/21,390376.31158143695
4,302.0194815086117,H2L 2O1,2018/3/14,420867.443006024
3,295.58079466646825,H3M 0E6,2018/9/14,399533.17597699846
5,299.74426607417786,H5Z 6M3,2020/8/8,406314.6596227783
3,301.31551612761274,H8Z 5W1,2019/2/12,414384.640485875
5,301.4800477285431,H7F 2H2,2018/4/13,402758.86702434655
5,297.7267486171549,H2T 5D6,2018/1/25,410841.8497558184
4,293.14724033827645,H4E 2G6,2020/5/15,422968.82396462583
4,304.9367222960518,H8J 7A8,2017/7/7,416838.0350994601
3,299.88113579275927,H3U 5C7,2020/11/3,393563.31252451165
5,303.3934683707708,H2A 7W6,2020/7/1,421817.41748491616
3,298.44601392764133,H1B 4M8,2017/4/26,395933.066955115
5,297.1692364915372,H6J 7Y8,2017/11/8,396977.04116355674
3,299.61533603290616,H0L 5G8,2017/6/6,410577.07170873374
5,296.04543477386517,H1P 1Y7,2019/3/11,385327.2511799175
5,302.03003819513856,H2G 8D9,2018/4/14,406557.8983871573
4,302.2048317943694,H4J 2F3,2017/10/24,415428.04239494924
4,299.4906593927722,H6P 7Q2,2020/2/10,434491.7310230222
